identifier	altId	text	transType	isPunc	isPrimary
400030120121	floor-1	floor		False	True
400030120131	and-1	and		False	True
400030120141	to-2	to		False	True
400030120151	gather-1	gather		False	True
400030120161	His-4	His		False	True
400030120171	wheat-1	wheat		False	True
400030120181	into-1	into		False	True
400030120191	the-1	the		False	True
400030120201	barn-1	barn		False	True
400030120211	;-1	;		True	False
400030120221	but-1	but		False	True
400030120231	He-1	He		False	True
400030120241	will-1	will		False	True
400030120251	burn-1	burn		False	True
400030120261	up-1	up		False	True
400030120271	the-2	the		False	True
400030120281	chaff-1	chaff		False	True
400030120291	with-1	with		False	True
400030120301	unquenchable-1	unquenchable		False	True
400030120311	fire-1	fire		False	True
400030120321	.-1	.		True	False
400030130011	At-1	At		False	True
400030130021	that-1	that		False	True
400030130031	time-1	time		False	True
400030130041	Jesus-1	Jesus		False	True
400030130051	came-1	came		False	True
400030130061	from-1	from		False	True
400030130071	Galilee-1	Galilee		False	True
400030130081	to-1	to		False	True
400030130091	the-1	the		False	True
400030130101	Jordan-1	Jordan		False	True
400030130111	to-2	to		False	True
400030130121	be-1	be		False	True
400030130131	baptized-1	baptized		False	True
400030130141	by-1	by		False	True
400030130151	John-1	John		False	True
400030130161	.-1	.		True	False
400030140011	But-1	But		False	True
400030140021	John-1	John		False	True
400030140031	tried-1	tried		False	True
400030140041	to-1	to		False	True
400030140051	prevent-1	prevent		False	True
400030140061	Him-1	Him		False	True
400030140071	,-1	,		True	False
400030140081	saying-1	saying		False	True
400030140091	,-2	,		True	False
400030140101	“-1	“		True	False
400030140111	I-1	I		False	True
400030140121	need-1	need		False	True
400030140131	to-2	to		False	True
400030140141	be-1	be		False	True
400030140151	baptized-1	baptized		False	True
400030140161	by-1	by		False	True
400030140171	You-1	You		False	True
400030140181	,-3	,		True	False
400030140191	and-1	and		False	True
400030140201	do-1	do		False	True
400030140211	You-2	You		False	True
400030140221	come-1	come		False	True
400030140231	to-3	to		False	True
400030140241	me-1	me		False	True
400030140251	?-1	?		True	False
400030150011	“-1	“		True	False
400030150021	Let-1	Let		False	True
400030150031	it-1	it		False	True
400030150041	be-1	be		False	True
400030150051	so-1	so		False	True
400030150061	now-1	now		False	True
400030150071	,-1	,		True	False
400030150081	Jesus-1	Jesus		False	True
400030150091	replied-1	replied		False	True
400030150101	.-1	.		True	False
400030150111	“-2	“		True	False
400030150121	It-1	It		False	True
400030150131	is-1	is		False	True
400030150141	fitting-1	fitting		False	True
400030150151	for-1	for		False	True
400030150161	us-1	us		False	True
400030150171	to-1	to		False	True
400030150181	fulfill-1	fulfill		False	True
400030150191	all-1	all		False	True
400030150201	righteousness-1	righteousness		False	True
400030150211	in-1	in		False	True
400030150221	this-1	this		False	True
400030150231	way-1	way		False	True
400030150241	.-2	.		True	False
400030150251	Then-1	Then		False	True
400030150261	John-1	John		False	True
400030150271	permitted-1	permitted		False	True
400030150281	Him-1	Him		False	True
400030150291	.-3	.		True	False
400030160011	As-1	As		False	True
400030160021	soon-1	soon		False	True
400030160031	as-1	as		False	True
400030160041	Jesus-1	Jesus		False	True
400030160051	was-1	was		False	True
400030160061	baptized-1	baptized		False	True
400030160071	,-1	,		True	False
400030160081	He-1	He		False	True
400030160091	went-1	went		False	True
400030160101	up-1	up		False	True
400030160111	out-1	out		False	True
400030160121	of-1	of		False	True
400030160131	the-1	the		False	True
400030160141	water-1	water		False	True
400030160151	.-1	.		True	False
400030160161	Suddenly-1	Suddenly		False	True
400030160171	the-2	the		False	True
400030160181	heavens-1	heavens		False	True
400030160191	were-1	were		False	True
400030160201	opened-1	opened		False	True
400030160211	,-2	,		True	False
400030160221	and-1	and		False	True
400030160231	He-2	He		False	True
400030160241	saw-1	saw		False	True
400030160251	the-3	the		False	True
400030160261	Spirit-1	Spirit		False	True
400030160271	of-2	of		False	True
400030160281	God-1	God		False	True
400030160291	descending-1	descending		False	True
400030160301	like-1	like		False	True
400030160311	a-1	a		False	True
400030160321	dove-1	dove		False	True
400030160331	and-2	and		False	True
400030160341	resting-1	resting		False	True
400030160351	on-1	on		False	True
400030160361	Him-1	Him		False	True
400030160371	.-2	.		True	False
400030170011	And-1	And		False	True
400030170021	a-1	a		False	True
400030170031	voice-1	voice		False	True
400030170041	from-1	from		False	True
400030170051	heaven-1	heaven		False	True
400030170061	said-1	said		False	True
400030170071	,-1	,		True	False
400030170081	“-1	“		True	False
400030170091	This-1	This		False	True
400030170101	is-1	is		False	True
400030170111	My-1	My		False	True
400030170121	beloved-1	beloved		False	True
400030170131	Son-1	Son		False	True
400030170141	,-2	,		True	False
400030170151	in-1	in		False	True
400030170161	whom-1	whom		False	True
400030170171	I-1	I		False	True
400030170181	am-1	am		False	True
400030170191	well-1	well		False	True
400030170201	pleased-1	pleased		False	True
400030170211	!-1	!		True	False
400040010011	Then-1	Then		False	True
400040010021	Jesus-1	Jesus		False	True
400040010031	was-1	was		False	True
400040010041	led-1	led		False	True
400040010051	by-1	by		False	True
400040010061	the-1	the		False	True
400040010071	Spirit-1	Spirit		False	True
400040010081	into-1	into		False	True
400040010091	the-2	the		False	True
400040010101	wilderness-1	wilderness		False	True
400040010111	to-1	to		False	True
400040010121	be-1	be		False	True
400040010131	tempted-1	tempted		False	True
400040010141	by-2	by		False	True
400040010151	the-3	the		False	True
400040010161	devil-1	devil		False	True
400040010171	.-1	.		True	False
400040020011	After-1	After		False	True
400040020021	fasting-1	fasting		False	True
400040020031	forty-1	forty		False	True
400040020041	days-1	days		False	True
400040020051	and-1	and		False	True
400040020061	forty-2	forty		False	True
400040020071	nights-1	nights		False	True
400040020081	,-1	,		True	False
400040020091	He-1	He		False	True
400040020101	was-1	was		False	True
400040020111	hungry-1	hungry		False	True
400040020121	.-1	.		True	False
400040030011	The-1	The		False	True
400040030021	tempter-1	tempter		False	True
400040030031	came-1	came		False	True
400040030041	to-1	to		False	True
400040030051	Him-1	Him		False	True
400040030061	and-1	and		False	True
400040030071	said-1	said		False	True
400040030081	,-1	,		True	False
400040030091	“-1	“		True	False
400040030101	If-1	If		False	True
400040030111	You-1	You		False	True
400040030121	are-1	are		False	True
400040030131	the-1	the		False	True
400040030141	Son-1	Son		False	True
400040030151	of-1	of		False	True
400040030161	God-1	God		False	True
400040030171	,-2	,		True	False
400040030181	tell-1	tell		False	True
400040030191	these-1	these		False	True
400040030201	stones-1	stones		False	True
400040030211	to-2	to		False	True
400040030221	become-1	become		False	True
400040030231	bread-1	bread		False	True
400040030241	.-1	.		True	False
400040040011	But-1	But		False	True
400040040021	Jesus-1	Jesus		False	True
400040040031	answered-1	answered		False	True
400040040041	,-1	,		True	False
400040040051	“-1	“		True	False
400040040061	It-1	It		False	True
400040040071	is-1	is		False	True
400040040081	written-1	written		False	True
400040040091	:-1	:		True	False
400040040101	‘-1	‘		True	False
400040040111	Man-1	Man		False	True
400040040121	shall-1	shall		False	True
400040040131	not-1	not		False	True
400040040141	live-1	live		False	True
400040040151	on-1	on		False	True
400040040161	bread-1	bread		False	True
400040040171	alone-1	alone		False	True
400040040181	,-2	,		True	False
400040040191	but-1	but		False	True
400040040201	on-2	on		False	True
400040040211	every-1	every		False	True
400040040221	word-1	word		False	True
400040040231	that-1	that		False	True
400040040241	comes-1	comes		False	True
400040040251	from-1	from		False	True
400040040261	the-1	the		False	True
400040040271	mouth-1	mouth		False	True
400040040281	of-1	of		False	True
400040040291	God-1	God		False	True
400040040301	.’-1	.’		False	True
400040050011	Then-1	Then		False	True
400040050021	the-1	the		False	True
400040050031	devil-1	devil		False	True
400040050041	took-1	took		False	True
400040050051	Him-1	Him		False	True
400040050061	to-1	to		False	True
400040050071	the-2	the		False	True
400040050081	holy-1	holy		False	True
400040050091	city-1	city		False	True
400040050101	and-1	and		False	True
400040050111	set-1	set		False	True
400040050121	Him-2	Him		False	True
400040050131	on-1	on		False	True
400040050141	the-3	the		False	True
400040050151	pinnacle-1	pinnacle		False	True
400040050161	of-1	of		False	True
400040050171	the-4	the		False	True
400040050181	temple-1	temple		False	True
400040050191	.-1	.		True	False
400040060011	“-1	“		True	False
400040060021	If-1	If		False	True
400040060031	You-1	You		False	True
400040060041	are-1	are		False	True
400040060051	the-1	the		False	True
400040060061	Son-1	Son		False	True
400040060071	of-1	of		False	True
400040060081	God-1	God		False	True
400040060091	,-1	,		True	False
400040060101	he-1	he		False	True
400040060111	said-1	said		False	True
400040060121	,-2	,		True	False
400040060131	“-2	“		True	False
400040060141	throw-1	throw		False	True
400040060151	Yourself-1	Yourself		False	True
400040060161	down-1	down		False	True
400040060171	.-1	.		True	False
400040060181	For-1	For		False	True
400040060191	it-1	it		False	True
400040060201	is-1	is		False	True
400040060211	written-1	written		False	True
400040060221	:-1	:		True	False
400040060231	‘-1	‘		True	False
400040060241	He-1	He		False	True
400040060251	will-1	will		False	True
400040060261	command-1	command		False	True
400040060271	His-1	His		False	True
400040060281	angels-1	angels		False	True
400040060291	concerning-1	concerning		False	True
400040060301	You-2	You		False	True
400040060311	,-3	,		True	False
400040060321	and-1	and		False	True
400040060331	they-1	they		False	True
400040060341	will-2	will		False	True
400040060351	lift-1	lift		False	True
400040060361	You-3	You		False	True
400040060371	up-1	up		False	True
400040060381	in-1	in		False	True
400040060391	their-1	their		False	True
400040060401	hands-1	hands		False	True
400040060411	,-4	,		True	False
400040060421	so-1	so		False	True
400040060431	that-1	that		False	True
400040060441	You-4	You		False	True
400040060451	will-3	will		False	True
400040060461	not-1	not		False	True
400040060471	strike-1	strike		False	True
400040060481	Your-1	Your		False	True
400040060491	foot-1	foot		False	True
400040060501	against-1	against		False	True
400040060511	a-1	a		False	True
400040060521	stone-1	stone		False	True
400040060531	.’-1	.’		False	True
400040070011	Jesus-1	Jesus		False	True
400040070021	replied-1	replied		False	True
400040070031	,-1	,		True	False
400040070041	“-1	“		True	False
400040070051	It-1	It		False	True
400040070061	is-1	is		False	True
400040070071	also-1	also		False	True
400040070081	written-1	written		False	True
400040070091	:-1	:		True	False
400040070101	‘-1	‘		True	False
400040070111	Do-1	Do		False	True
400040070121	not-1	not		False	True
400040070131	put-1	put		False	True
400040070141	the-1	the		False	True
400040070151	Lord-1	Lord		False	True
400040070161	your-1	your		False	True
400040070171	God-1	God		False	True
400040070181	to-1	to		False	True
400040070191	the-1	the		False	True
400040070201	test-1	test		False	True
400040070211	.’-1	.’		False	True
400040080011	Again-1	Again		False	True
400040080021	,-1	,		True	False
400040080031	the-1	the		False	True
400040080041	devil-1	devil		False	True
400040080051	took-1	took		False	True
400040080061	Him-1	Him		False	True
400040080071	to-1	to		False	True
400040080081	a-1	a		False	True
400040080091	very-1	very		False	True
400040080101	high-1	high		False	True
400040080111	mountain-1	mountain		False	True
400040080121	and-1	and		False	True
400040080131	showed-1	showed		False	True
400040080141	Him-2	Him		False	True
400040080151	all-1	all		False	True
400040080161	the-2	the		False	True
400040080171	kingdoms-1	kingdoms		False	True
400040080181	of-1	of		False	True
400040080191	the-3	the		False	True
400040080201	world-1	world		False	True
400040080211	and-2	and		False	True
400040080221	their-1	their		False	True
400040080231	glory-1	glory		False	True
400040080241	.-1	.		True	False
400040090011	“-1	“		True	False
400040090021	All-1	All		False	True
400040090031	this-1	this		False	True
400040090041	I-1	I		False	True
400040090051	will-1	will		False	True
400040090061	give-1	give		False	True
400040090071	You-1	You		False	True
400040090081	,-1	,		True	False
400040090091	he-1	he		False	True
400040090101	said-1	said		False	True
400040090111	,-2	,		True	False
400040090121	“-2	“		True	False
400040090131	if-1	if		False	True
400040090141	You-2	You		False	True
400040090151	will-2	will		False	True
400040090161	fall-1	fall		False	True
400040090171	down-1	down		False	True
400040090181	and-1	and		False	True
400040090191	worship-1	worship		False	True
400040090201	me-1	me		False	True
400040090211	.-1	.		True	False
400040100011	“-1	“		True	False
400040100021	Away-1	Away		False	True
400040100031	from-1	from		False	True
400040100041	Me-1	Me		False	True
400040100051	,-1	,		True	False
400040100061	Satan-1	Satan		False	True
400040100071	!-1	!		True	False
400040100081	Jesus-1	Jesus		False	True
400040100091	told-1	told		False	True
400040100101	him-1	him		False	True
400040100111	.-1	.		True	False
400040100121	“-2	“		True	False
400040100131	For-1	For		False	True
400040100141	it-1	it		False	True
400040100151	is-1	is		False	True
400040100161	written-1	written		False	True
400040100171	:-1	:		True	False
400040100181	‘-1	‘		True	False
400040100191	Worship-1	Worship		False	True
400040100201	the-1	the		False	True
400040100211	Lord-1	Lord		False	True
400040100221	your-1	your		False	True
400040100231	God-1	God		False	True
400040100241	and-1	and		False	True
400040100251	serve-1	serve		False	True
400040100261	Him-1	Him		False	True
400040100271	only-1	only		False	True
400040100281	.’-1	.’		False	True
400040110011	Then-1	Then		False	True
400040110021	the-1	the		False	True
400040110031	devil-1	devil		False	True
400040110041	left-1	left		False	True
400040110051	Him-1	Him		False	True
400040110061	,-1	,		True	False
400040110071	and-1	and		False	True
400040110081	angels-1	angels		False	True
400040110091	came-1	came		False	True
400040110101	and-2	and		False	True
400040110111	ministered-1	ministered		False	True
400040110121	to-1	to		False	True
400040110131	Him-2	Him		False	True
400040110141	.-1	.		True	False
400040120011	When-1	When		False	True
400040120021	Jesus-1	Jesus		False	True
400040120031	heard-1	heard		False	True
400040120041	that-1	that		False	True
400040120051	John-1	John		False	True
400040120061	had-1	had		False	True
400040120071	been-1	been		False	True
400040120081	imprisoned-1	imprisoned		False	True
400040120091	,-1	,		True	False
400040120101	He-1	He		False	True
400040120111	withdrew-1	withdrew		False	True
400040120121	to-1	to		False	True
400040120131	Galilee-1	Galilee		False	True
400040120141	.-1	.		True	False
400040130011	Leaving-1	Leaving		False	True
400040130021	Nazareth-1	Nazareth		False	True
400040130031	,-1	,		True	False
400040130041	He-1	He		False	True
400040130051	went-1	went		False	True
400040130061	and-1	and		False	True
400040130071	lived-1	lived		False	True
400040130081	in-1	in		False	True
400040130091	Capernaum-1	Capernaum		False	True
400040130101	,-2	,		True	False
400040130111	which-1	which		False	True
400040130121	is-1	is		False	True
400040130131	by-1	by		False	True
400040130141	the-1	the		False	True
400040130151	sea-1	sea		False	True
400040130161	in-2	in		False	True
400040130171	the-1	the		False	True
400040130181	region-1	region		False	True
400040130191	of-1	of		False	True
400040130201	Zebulun-1	Zebulun		False	True
400040130211	and-1	and		False	True
400040130221	Naphtali-1	Naphtali		False	True
400040130231	,-3	,		True	False
400040140011	to-1	to		False	True
400040140021	fulfill-1	fulfill		False	True
400040140031	what-1	what		False	True
400040140041	was-1	was		False	True
400040140051	spoken-1	spoken		False	True
400040140061	through-1	through		False	True
400040140071	the-1	the		False	True
400040140081	prophet-1	prophet		False	True
400040140091	Isaiah-1	Isaiah		False	True
400040140101	:-1	:		True	False
400040150011	“-1	“		True	False
400040150021	Land-1	Land		False	True
400040150031	of-1	of		False	True
400040150041	Zebulun-1	Zebulun		False	True
400040150051	and-1	and		False	True
400040150061	land-1	land		False	True
400040150071	of-2	of		False	True
400040150081	Naphtali-1	Naphtali		False	True
400040150091	,-1	,		True	False
400040150101	the-1	the		False	True
400040150111	Way-1	Way		False	True
400040150121	of-3	of		False	True
400040150131	the-2	the		False	True
400040150141	Sea-1	Sea		False	True
400040150151	,-2	,		True	False
400040150161	beyond-1	beyond		False	True
400040150171	the-1	the		False	True
400040150181	Jordan-1	Jordan		False	True
400040150191	,-3	,		True	False
400040150201	Galilee-1	Galilee		False	True
400040150211	of-4	of		False	True
400040150221	the-2	the		False	True
400040150231	Gentiles-1	Gentiles		False	True
400040150241	-1			False	True
400040150251	—-1	—		True	False
400040150261	-2			False	True
400040160011	the-1	the		False	True
400040160021	people-1	people		False	True
400040160031	living-1	living		False	True
400040160041	in-1	in		False	True
400040160051	darkness-1	darkness		False	True
400040160061	have-1	have		False	True
400040160071	seen-1	seen		False	True
400040160081	a-1	a		False	True
400040160091	great-1	great		False	True
400040160101	light-1	light		False	True
400040160111	;-1	;		True	False
400040160121	on-1	on		False	True
400040160131	those-1	those		False	True
400040160141	living-2	living		False	True
400040160151	in-2	in		False	True
400040160161	the-1	the		False	True
400040160171	land-1	land		False	True
400040160181	of-1	of		False	True
400040160191	the-1	the		False	True
400040160201	shadow-1	shadow		False	True
400040160211	of-1	of		False	True
400040160221	death-1	death		False	True
400040160231	,-1	,		True	False
400040160241	a-1	a		False	True
400040160251	light-2	light		False	True
400040160261	has-1	has		False	True
400040160271	dawned-1	dawned		False	True
400040160281	.”-1	.”		False	True
400040170011	From-1	From		False	True
400040170021	that-1	that		False	True
400040170031	time-1	time		False	True
400040170041	on-1	on		False	True
400040170051	Jesus-1	Jesus		False	True
400040170061	began-1	began		False	True
400040170071	to-1	to		False	True
400040170081	preach-1	preach		False	True
400040170091	,-1	,		True	False
400040170101	“-1	“		True	False
400040170111	Repent-1	Repent		False	True
400040170121	,-2	,		True	False
400040170131	for-1	for		False	True
400040170141	the-1	the		False	True
400040170151	kingdom-1	kingdom		False	True
400040170161	of-1	of		False	True
400040170171	heaven-1	heaven		False	True
400040170181	is-1	is		False	True
400040170191	near-1	near		False	True
400040170201	.-1	.		True	False
400040180011	As-1	As		False	True
400040180021	Jesus-1	Jesus		False	True
400040180031	was-1	was		False	True
400040180041	walking-1	walking		False	True
400040180051	beside-1	beside		False	True
400040180061	the-1	the		False	True
400040180071	Sea-1	Sea		False	True
400040180081	of-1	of		False	True
400040180091	Galilee-1	Galilee		False	True
400040180101	,-1	,		True	False
400040180111	He-1	He		False	True
400040180121	saw-1	saw		False	True
400040180131	two-1	two		False	True
400040180141	brothers-1	brothers		False	True
400040180151	,-2	,		True	False
400040180161	Simon-1	Simon		False	True
400040180171	called-1	called		False	True
400040180181	Peter-1	Peter		False	True
400040180191	and-1	and		False	True
400040180201	his-1	his		False	True
400040180211	brother-1	brother		False	True
400040180221	Andrew-1	Andrew		False	True
400040180231	.-1	.		True	False
400040180241	They-1	They		False	True
400040180251	were-1	were		False	True
400040180261	casting-1	casting		False	True
400040180271	a-1	a		False	True
400040180281	net-1	net		False	True
400040180291	into-1	into		False	True
400040180301	the-2	the		False	True
400040180311	sea-1	sea		False	True
400040180321	,-3	,		True	False
400040180331	for-1	for		False	True
400040180341	they-1	they		False	True
400040180351	were-2	were		False	True
400040180361	fishermen-1	fishermen		False	True
400040180371	.-2	.		True	False
400040190011	“-1	“		True	False
400040190021	Come,-1	Come,		False	True
400040190031	follow-1	follow		False	True
400040190041	Me-1	Me		False	True
400040190051	,-1	,		True	False
400040190061	Jesus-1	Jesus		False	True
400040190071	said-1	said		False	True
400040190081	,-2	,		True	False
400040190091	“-2	“		True	False
400040190101	and-1	and		False	True
400040190111	I-1	I		False	True
400040190121	will-1	will		False	True
400040190131	make-1	make		False	True
400040190141	you-1	you		False	True
400040190151	fishers-1	fishers		False	True
400040190161	of-1	of		False	True
400040190171	men-1	men		False	True
400040190181	.-1	.		True	False
400040200011	And-1	And		False	True
400040200021	at-1	at		False	True
400040200031	once-1	once		False	True
400040200041	they-1	they		False	True
400040200051	left-1	left		False	True
400040200061	their-1	their		False	True
400040200071	nets-1	nets		False	True
400040200081	and-1	and		False	True
400040200091	followed-1	followed		False	True
400040200101	Him-1	Him		False	True
400040200111	.-1	.		True	False
400040210011	Going-1	Going		False	True
400040210021	on-1	on		False	True
400040210031	from-1	from		False	True
400040210041	there-1	there		False	True
400040210051	,-1	,		True	False
400040210061	He-1	He		False	True
400040210071	saw-1	saw		False	True
400040210081	two-1	two		False	True
400040210091	other-1	other		False	True
400040210101	brothers-1	brothers		False	True
400040210111	,-2	,		True	False
400040210121	James-1	James		False	True
400040210131	son-1	son		False	True
400040210141	of-1	of		False	True
400040210151	Zebedee-1	Zebedee		False	True
400040210161	and-1	and		False	True
400040210171	his-1	his		False	True
400040210181	brother-1	brother		False	True
400040210191	John-1	John		False	True
400040210201	.-1	.		True	False
400040210211	They-1	They		False	True
400040210221	were-1	were		False	True
400040210231	in-1	in		False	True
400040210241	a-1	a		False	True
400040210251	boat-1	boat		False	True
400040210261	with-1	with		False	True
400040210271	their-1	their		False	True
400040210281	father-1	father		False	True
400040210291	Zebedee-2	Zebedee		False	True
400040210301	,-3	,		True	False
400040210311	mending-1	mending		False	True
400040210321	their-2	their		False	True
400040210331	nets-1	nets		False	True
400040210341	.-2	.		True	False
400040210351	Jesus-1	Jesus		False	True
400040210361	called-1	called		False	True
400040210371	them-1	them		False	True
400040210381	,-4	,		True	False
400040220011	and-1	and		False	True
400040220021	immediately-1	immediately		False	True
400040220031	they-1	they		False	True
400040220041	left-1	left		False	True
400040220051	the-1	the		False	True
400040220061	boat-1	boat		False	True
400040220071	and-2	and		False	True
400040220081	their-1	their		False	True
400040220091	father-1	father		False	True
400040220101	and-1	and		False	True
400040220111	followed-1	followed		False	True
400040220121	Him-1	Him		False	True
400040220131	.-1	.		True	False
400040230011	Jesus-1	Jesus		False	True
400040230021	went-1	went		False	True
400040230031	throughout-1	throughout		False	True
400040230041	Galilee-1	Galilee		False	True
400040230051	,-1	,		True	False
400040230061	teaching-1	teaching		False	True
400040230071	in-1	in		False	True
400040230081	their-1	their		False	True
400040230091	synagogues-1	synagogues		False	True
400040230101	,-2	,		True	False
400040230111	preaching-1	preaching		False	True
400040230121	the-1	the		False	True
400040230131	gospel-1	gospel		False	True
400040230141	of-1	of		False	True
400040230151	the-2	the		False	True
400040230161	kingdom-1	kingdom		False	True
400040230171	,-3	,		True	False
400040230181	and-1	and		False	True
400040230191	healing-1	healing		False	True
400040230201	every-1	every		False	True
400040230211	disease-1	disease		False	True
400040230221	and-2	and		False	True
400040230231	sickness-1	sickness		False	True
400040230241	among-1	among		False	True
400040230251	the-3	the		False	True
400040230261	people-1	people		False	True
400040230271	.-1	.		True	False
400040240011	News-1	News		False	True
400040240021	about-1	about		False	True
400040240031	Him-1	Him		False	True
400040240041	spread-1	spread		False	True
400040240051	all-1	all		False	True
400040240061	over-1	over		False	True
400040240071	Syria-1	Syria		False	True
400040240081	,-1	,		True	False
400040240091	and-1	and		False	True
400040240101	people-1	people		False	True
400040240111	brought-1	brought		False	True
400040240121	to-1	to		False	True
400040240131	Him-2	Him		False	True
400040240141	all-2	all		False	True
400040240151	who-1	who		False	True
400040240161	were-1	were		False	True
400040240171	ill-1	ill		False	True
400040240181	with-1	with		False	True
400040240191	various-1	various		False	True
400040240201	diseases-1	diseases		False	True
400040240211	,-2	,		True	False
400040240221	those-1	those		False	True
400040240231	suffering-1	suffering		False	True
400040240241	acute-1	acute		False	True
400040240251	pain-1	pain		False	True
400040240261	,-3	,		True	False
400040240271	the-1	the		False	True
400040240281	demon-possessed-1	demon-possessed		False	True
400040240291	,-4	,		True	False
400040240301	those-1	those		False	True
400040240311	having-1	having		False	True
400040240321	seizures-1	seizures		False	True
400040240331	,-5	,		True	False
400040240341	and-2	and		False	True
400040240351	the-2	the		False	True
400040240361	paralyzed-1	paralyzed		False	True
400040240371	,-6	,		True	False
400040240381	and-3	and		False	True
400040240391	He-1	He		False	True
400040240401	healed-1	healed		False	True
400040240411	them-1	them		False	True
400040240421	.-1	.		True	False
400040250011	Large-1	Large		False	True
400040250021	crowds-1	crowds		False	True
400040250031	followed-1	followed		False	True
400040250041	Him-1	Him		False	True
400040250051	,-1	,		True	False
400040250061	having-1	having		False	True
400040250071	come-1	come		False	True
400040250081	from-1	from		False	True
400040250091	Galilee-1	Galilee		False	True
400040250101	,-2	,		True	False
400040250111	the-1	the		False	True
400040250121	Decapolis-1	Decapolis		False	True
400040250131	,-3	,		True	False
400040250141	Jerusalem-1	Jerusalem		False	True
400040250151	,-4	,		True	False
400040250161	Judea-1	Judea		False	True
400040250171	,-5	,		True	False
400040250181	and-1	and		False	True
400040250191	beyond-1	beyond		False	True
400040250201	the-1	the		False	True
400040250211	Jordan-1	Jordan		False	True
400040250221	.-1	.		True	False
400050010011	When-1	When		False	True
400050010021	Jesus-1	Jesus		False	True
400050010031	saw-1	saw		False	True
400050010041	the-1	the		False	True
400050010051	crowds-1	crowds		False	True
400050010061	,-1	,		True	False
400050010071	He-1	He		False	True
400050010081	went-1	went		False	True
400050010091	up-1	up		False	True
400050010101	on-1	on		False	True
400050010111	the-2	the		False	True
400050010121	mountain-1	mountain		False	True
400050010131	and-1	and		False	True
400050010141	sat-1	sat		False	True
400050010151	down-1	down		False	True
400050010161	.-1	.		True	False
400050010171	His-1	His		False	True
400050010181	disciples-1	disciples		False	True
400050010191	came-1	came		False	True
400050010201	to-1	to		False	True
400050010211	Him-1	Him		False	True
400050010221	,-2	,		True	False
400050020011	and-1	and		False	True
400050020021	He-1	He		False	True
400050020031	began-1	began		False	True
400050020041	to-1	to		False	True
400050020051	teach-1	teach		False	True
400050020061	them-1	them		False	True
400050020071	,-1	,		True	False
400050020081	saying-1	saying		False	True
400050020091	:-1	:		True	False
400050030011	“-1	“		True	False
400050030021	Blessed-1	Blessed		False	True
400050030031	are-1	are		False	True
400050030041	the-1	the		False	True
400050030051	poor-1	poor		False	True
400050030061	in-1	in		False	True
400050030071	spirit-1	spirit		False	True
400050030081	,-1	,		True	False
400050030091	for-1	for		False	True
400050030101	theirs-1	theirs		False	True
400050030111	is-1	is		False	True
400050030121	the-2	the		False	True
400050030131	kingdom-1	kingdom		False	True
400050030141	of-1	of		False	True
400050030151	heaven-1	heaven		False	True
400050030161	.-1	.		True	False
400050040011	Blessed-1	Blessed		False	True
400050040021	are-1	are		False	True
400050040031	those-1	those		False	True
400050040041	who-1	who		False	True
400050040051	mourn-1	mourn		False	True
400050040061	,-1	,		True	False
400050040071	for-1	for		False	True
400050040081	they-1	they		False	True
400050040091	will-1	will		False	True
400050040101	be-1	be		False	True
400050040111	comforted-1	comforted		False	True
400050040121	.-1	.		True	False
400050050011	Blessed-1	Blessed		False	True
400050050021	are-1	are		False	True
400050050031	the-1	the		False	True
400050050041	meek-1	meek		False	True
400050050051	,-1	,		True	False
400050050061	for-1	for		False	True
400050050071	they-1	they		False	True
400050050081	will-1	will		False	True
400050050091	inherit-1	inherit		False	True
400050050101	the-2	the		False	True
400050050111	earth-1	earth		False	True
400050050121	.-1	.		True	False
400050060011	Blessed-1	Blessed		False	True
400050060021	are-1	are		False	True
400050060031	those-1	those		False	True
400050060041	who-1	who		False	True
400050060051	hunger-1	hunger		False	True
400050060061	and-1	and		False	True
400050060071	thirst-1	thirst		False	True
400050060081	for-1	for		False	True
400050060091	righteousness-1	righteousness		False	True
400050060101	,-1	,		True	False
400050060111	for-2	for		False	True
400050060121	they-1	they		False	True
400050060131	will-1	will		False	True
400050060141	be-1	be		False	True
400050060151	filled-1	filled		False	True
400050060161	.-1	.		True	False
400050070011	Blessed-1	Blessed		False	True
400050070021	are-1	are		False	True
400050070031	the-1	the		False	True
400050070041	merciful-1	merciful		False	True
400050070051	,-1	,		True	False
400050070061	for-1	for		False	True
400050070071	they-1	they		False	True
400050070081	will-1	will		False	True
400050070091	be-1	be		False	True
400050070101	shown-1	shown		False	True
400050070111	mercy-1	mercy		False	True
400050070121	.-1	.		True	False
400050080011	Blessed-1	Blessed		False	True
400050080021	are-1	are		False	True
400050080031	the-1	the		False	True
400050080041	pure-1	pure		False	True
400050080051	in-1	in		False	True
400050080061	heart-1	heart		False	True
400050080071	,-1	,		True	False
400050080081	for-1	for		False	True
400050080091	they-1	they		False	True
400050080101	will-1	will		False	True
400050080111	see-1	see		False	True
400050080121	God-1	God		False	True
400050080131	.-1	.		True	False
400050090011	Blessed-1	Blessed		False	True
400050090021	are-1	are		False	True
400050090031	the-1	the		False	True
400050090041	peacemakers-1	peacemakers		False	True
400050090051	,-1	,		True	False
400050090061	for-1	for		False	True
400050090071	they-1	they		False	True
400050090081	will-1	will		False	True
400050090091	be-1	be		False	True
400050090101	called-1	called		False	True
400050090111	sons-1	sons		False	True
400050090121	of-1	of		False	True
400050090131	God-1	God		False	True
400050090141	.-1	.		True	False
